id	code	caption	description	additionalInfo.format	additionalInfo.unit	additionalInfo.dataType	additionalInfo.conversionFactor	additionalInfo.noDataValue	additionalInfo.spatialResolution	additionalInfo.spatialExtent	additionalInfo.spatialReferenceSystem	additionalInfo.temporalResolution	additionalInfo.temporalExtent	additionalInfo.nearRealTime	additionalInfo.methodology	links.href
23	L1_TBP_A	Total Biomass Production (Annual)	The annual Total Biomass Production expresses the total amount of dry matter produced over the year. It is calculated by dekad and summarized as annual total. Each pixel represents the annual amount of dry matter in kg per hectare.	Raster Dataset	kg/ha	Int32 (32bit Integer)		-9999	250m (0.00223 degree)	Africa and Near East	EPSG:4326 - WGS84 - Geographic Coordinate System (lat/long)	from January 2009 to present	Annual	New dekadal data layers are released approximately 5 days after the end of a dekad. A higher quality version of the same data layer is uploaded after 6 dekads have passed. This final version of the dekadal dataset has a higher quality because gap filling and interpolation processes, where needed, have been based on more data observations. This implies that other temporal aggregations (monthly, seasonal, annual), and layers that depend on those, are updated as well. Practically this means that a final annual aggregation of the most recent full calendar year can only be produced after the end of February. Likewise, the final monthly aggregation of the most recent calendar months can only be produced 2 full months later.	Annual TBP is the sum of the TBP by dekad in the year of reference (TBP by dekad is the average daily value in a dekad multiplied by number of days in each dekad). TBP is calculated by applying a unit conversion factor to net primary production (NPP) that converts carbon grams per m² into dry matter (DM) per hectare. In the previous version of the database, a fixed shoot/root ratio of 0.65 was applied to distribute DM into below ground and above ground production. For Version 2, also based on the findings of the Quality assessment, we decided to release the total biomass (above and below ground) instead, and leave users the possibility to apply a shoot/root ratio that better suits their analysis.	https://io.apps.fao.org/gismgr/api/v1/catalog/workspaces/WAPOR_2/cubes/L1_TBP_A
24	L1_T_D	Transpiration (Dekadal)	The transpiration (T) data component (dekadal, in mm/day) is the actual transpiration of the vegetation canopy. The value of each pixel represents the average daily actual transpiration for that specific dekad.	Raster Dataset	mm	Byte (8bit Unsigned Integer)	the pixel value in the downloaded data must be multiplied by 0.1	255	250m (0.00223 degree)	Africa and Near East	EPSG:4326 - WGS84 - Geographic Coordinate System (lat/long)	from January 2009 to present	Dekadal (approximately every 10 days)	New dekadal data layers are released approximately 5 days after the end of a dekad. A higher quality version of the same data layer is uploaded after 6 dekads have passed. This final version of the dekadal dataset has a higher quality because gap filling and interpolation processes, where needed, have been based on more data observations.	The calculation of the transpiration is based on the ETLook model described in Bastiaanssen et al. (2012). It uses the Penman-Monteith equation, adapted to remote sensing input data. The Penman-Monteith equation predicts the rate of total evaporation and transpiration using commonly measured meteorological data (solar radiation, air temperature, vapour content and wind speed). It has become the FAO standard for calculating the actual and reference evapotranspiration (see FAO Irrigation and Drainage paper 56, Allen et al. 1998).The following data is used for calculating transpiration:- Daily: incoming solar radiation and weather data (temperature, humidity, wind speed and precipitation);- Dekadal: NDVI, surface albedo and soil moisture stress;- Seasonal: Land Cover;- Static: Digital Elevation Model.Data component developed through collaboration with the FRAME Consortium. More information can be found at: http://www.fao.org/in-action/remote-sensing-for-water-productivity/en/	https://io.apps.fao.org/gismgr/api/v1/catalog/workspaces/WAPOR_2/cubes/L1_T_D
25	L2_AETI_A	Actual EvapoTranspiration and Interception (Annual)	The actual EvapoTranspiration and Interception (ETIa) is the sum of the soil evaporation (E), canopy transpiration (T), and evaporation from rainfall intercepted by leaves (I). The value of each pixel represents the ETIa in a given year.	Raster Dataset	mm	Int32 (32bit Integer)	the pixel value in the downloaded data must be multiplied by 0.1	-9999	100m (0.000992 degree)	Africa and Near East	EPSG:4326 - WGS84 - Geographic Coordinate System (lat/long)	from January 2009 to present	Annual	New dekadal data layers are released approximately 5 days after the end of a dekad. A higher quality version of the same data layer is uploaded after 6 dekads have passed. This final version of the dekadal dataset has a higher quality because gap filling and interpolation processes, where needed, have been based on more data observations. This implies that other temporal aggregations (monthly, seasonal, annual), and layers that depend on those, are updated as well. Practically this means that a final annual aggregation of the most recent full calendar year can only be produced after the end of February. Likewise, the final monthly aggregation of the most recent calendar months can only be produced 2 full months later.	See ETIa by dekad for further information. The annual total is obtained by taking the ETIa in mm/day, multiplying by the number of days in a dekad, and summing the dekads of each year.	https://io.apps.fao.org/gismgr/api/v1/catalog/workspaces/WAPOR_2/cubes/L2_AETI_A
26	L2_AETI_D	Actual EvapoTranspiration and Interception (Dekadal)	The actual EvapoTranspiration and Interception (ETIa) is the sum of the soil evaporation (E), canopy transpiration (T), and evaporation from rainfall intercepted by leaves (I). The value of each pixel represents the average daily ETIa in a given dekad.	Raster Dataset	mm	Int16 (16bit Integer)	the pixel value in the downloaded data must be multiplied by 0.1	-9999	100m (0.000992 degree)	Africa and Near East	EPSG:4326 - WGS84 - Geographic Coordinate System (lat/long)	from January 2009 to present	Dekadal (approximately every 10 days)	New dekadal data layers are released approximately 5 days after the end of a dekad. A higher quality version of the same data layer is uploaded after 6 dekads have passed. This final version of the dekadal dataset has a higher quality because gap filling and interpolation processes, where needed, have been based on more data observations.	The calculation of the ETIa is based on the ETLook model described in Bastiaanssen et al. (2012). See the methodology of the three components (E, T and I) for further information.	https://io.apps.fao.org/gismgr/api/v1/catalog/workspaces/WAPOR_2/cubes/L2_AETI_D
27	L2_AETI_M	Actual EvapoTranspiration and Interception (Monthly)	The actual EvapoTranspiration and Interception (ETIa) is the sum of the soil evaporation (E), canopy transpiration (T), and evaporation from rainfall intercepted by leaves (I). The value of each pixel represents the ETIa in a given month.	Raster Dataset	mm	Int16 (16bit Integer)	the pixel value in the downloaded data must be multiplied by 0.1	-9999	100m (0.000992 degree)	Africa and Near East	EPSG:4326 - WGS84 - Geographic Coordinate System (lat/long)	from January 2009 to present	Monthly	New dekadal data layers are released approximately 5 days after the end of a dekad. A higher quality version of the same data layer is uploaded after 6 dekads have passed. This final version of the dekadal dataset has a higher quality because gap filling and interpolation processes, where needed, have been based on more data observations. This implies that other temporal aggregations (monthly, seasonal, annual), and layers that depend on those, are updated as well. Practically this means that a final annual aggregation of the most recent full calendar year can only be produced after the end of February. Likewise, the final monthly aggregation of the most recent calendar months can only be produced 2 full months later.	See ETIa by dekad for further information. The monthly total is obtained by taking the ETIa in mm/day, multiplying by the number of days in a dekad, and summing the dekads of each month.	https://io.apps.fao.org/gismgr/api/v1/catalog/workspaces/WAPOR_2/cubes/L2_AETI_M
28	L2_BAS_AETI_A	Actual EvapoTranspiration and Interception (Annual, clipped by basin)	This is a system dataset, used to let the download of the Actual EvapoTranspiration and Interception raster files (L2_AETI_A) by selecting the basin of interest													https://io.apps.fao.org/gismgr/api/v1/catalog/workspaces/WAPOR_2/cubes/L2_BAS_AETI_A
29	L2_BAS_AETI_D	Actual EvapoTranspiration and Interception (Dekadal, clipped by basin)	This is a system dataset, used to let the download of the Actual EvapoTranspiration and Interception raster files (L2_AETI_D) by selecting the basin of interest													https://io.apps.fao.org/gismgr/api/v1/catalog/workspaces/WAPOR_2/cubes/L2_BAS_AETI_D
30	L2_BAS_AETI_M	Actual EvapoTranspiration and Interception (Monthly, clipped by basin)	This is a system dataset, used to let the download of the Actual EvapoTranspiration and Interception raster files (L2_AETI_M) by selecting the basin of interest													https://io.apps.fao.org/gismgr/api/v1/catalog/workspaces/WAPOR_2/cubes/L2_BAS_AETI_M
31	L2_BAS_E_A	Evaporation (Annual, clipped by basin)	This is a system dataset, used to let the download of the Evaporation raster files (L2_E_A) by selecting the basin of interest													https://io.apps.fao.org/gismgr/api/v1/catalog/workspaces/WAPOR_2/cubes/L2_BAS_E_A
32	L2_BAS_E_D	Evaporation (Dekadal, clipped by basin)	This is a system dataset, used to let the download of the Evaporation raster files (L2_E_D) by selecting the basin of interest													https://io.apps.fao.org/gismgr/api/v1/catalog/workspaces/WAPOR_2/cubes/L2_BAS_E_D
33	L2_BAS_GBWP_S	Gross Biomass Water Productivity (Seasonal, clipped by basin)	This is a system dataset, used to let the download of the Gross Biomass Water Productivity raster files (L2_GBWP_S) by selecting the basin of interest													https://io.apps.fao.org/gismgr/api/v1/catalog/workspaces/WAPOR_2/cubes/L2_BAS_GBWP_S
34	L2_BAS_I_A	Interception (Annual, clipped by basin)	This is a system dataset, used to let the download of the Interception raster files (L2_I_A) by selecting the basin of interest													https://io.apps.fao.org/gismgr/api/v1/catalog/workspaces/WAPOR_2/cubes/L2_BAS_I_A
35	L2_BAS_I_D	Interception (Dekadal, clipped by basin)	This is a system dataset, used to let the download of the Interception raster files (L2_I_D) by selecting the basin of interest													https://io.apps.fao.org/gismgr/api/v1/catalog/workspaces/WAPOR_2/cubes/L2_BAS_I_D
36	L2_BAS_LCC_A	Land Cover Classification (Annual, clipped by basin)	This is a system dataset, used to let the download of the Land Cover Classification raster files (L2_LCC_A) by selecting the basin of interest													https://io.apps.fao.org/gismgr/api/v1/catalog/workspaces/WAPOR_2/cubes/L2_BAS_LCC_A
37	L2_BAS_NBWP_S	Net Biomass Water Productivity (Seasonal, clipped by basin)	This is a system dataset, used to let the download of the Net Biomass Water Productivity raster files (L2_NBWP_S) by selecting the basin of interest													https://io.apps.fao.org/gismgr/api/v1/catalog/workspaces/WAPOR_2/cubes/L2_BAS_NBWP_S
38	L2_BAS_NPP_D	Net Primary Production (Dekadal, clipped by basin)	This is a system dataset, used to let the download of the Net Primary Production raster files (L2_NPP_D) by selecting the basin of interest													https://io.apps.fao.org/gismgr/api/v1/catalog/workspaces/WAPOR_2/cubes/L2_BAS_NPP_D
39	L2_BAS_PHE_S	Phenology (Seasonal, clipped by basin)	This is a system dataset, used to let the download of the Phenology raster files (L2_PHE_S) by selecting the basin of interest													https://io.apps.fao.org/gismgr/api/v1/catalog/workspaces/WAPOR_2/cubes/L2_BAS_PHE_S
40	L2_BAS_QUAL_LST_D	Quality Land Surface Temperature (Dekadal, clipped by basin)	This is a system dataset, used to let the download of the Quality Land Surface Temperature raster files (L2_QUAL_LST_D) by selecting the basin of interest													https://io.apps.fao.org/gismgr/api/v1/catalog/workspaces/WAPOR_2/cubes/L2_BAS_QUAL_LST_D
41	L2_BAS_QUAL_NDVI_D	Quality of Normalized Difference Vegetation Index (Dekadal, clipped by basin)	This is a system dataset, used to let the download of the Quality of Normalized Difference Vegetation Index raster files (L2_QUAL_NDVI_D) by selecting the basin of interest													https://io.apps.fao.org/gismgr/api/v1/catalog/workspaces/WAPOR_2/cubes/L2_BAS_QUAL_NDVI_D
42	L2_BAS_T_A	Transpiration (Annual, clipped by basin)	This is a system dataset, used to let the download of the Transpiration raster files (L2_T_A) by selecting the basin of interest													https://io.apps.fao.org/gismgr/api/v1/catalog/workspaces/WAPOR_2/cubes/L2_BAS_T_A
43	L2_BAS_TBP_S	Total Biomass Production (Seasonal, clipped by basin)	This is a system dataset, used to let the download of the Total Biomass Production raster files (L2_TBP_S) by selecting the basin of interest													https://io.apps.fao.org/gismgr/api/v1/catalog/workspaces/WAPOR_2/cubes/L2_BAS_TBP_S
44	L2_BAS_T_D	Transpiration (Dekadal, clipped by basin)	This is a system dataset, used to let the download of the Transpiration raster files (L2_T_D) by selecting the basin of interest													https://io.apps.fao.org/gismgr/api/v1/catalog/workspaces/WAPOR_2/cubes/L2_BAS_T_D
45	L2_CTY_AETI_A	Actual EvapoTranspiration and Interception (Annual, clipped by country)	This is a system dataset, used to let the download of the Actual EvapoTranspiration and Interception raster files (L2_AETI_A) by selecting the country of interest													https://io.apps.fao.org/gismgr/api/v1/catalog/workspaces/WAPOR_2/cubes/L2_CTY_AETI_A
46	L2_CTY_AETI_D	Actual EvapoTranspiration and Interception (Dekadal, clipped by country)	This is a system dataset, used to let the download of the Actual EvapoTranspiration and Interception raster files (L2_AETI_D) by selecting the country of interest													https://io.apps.fao.org/gismgr/api/v1/catalog/workspaces/WAPOR_2/cubes/L2_CTY_AETI_D
47	L2_CTY_AETI_M	Actual EvapoTranspiration and Interception (Monthly, clipped by country)	This is a system dataset, used to let the download of the Actual EvapoTranspiration and Interception raster files (L2_AETI_M) by selecting the country of interest													https://io.apps.fao.org/gismgr/api/v1/catalog/workspaces/WAPOR_2/cubes/L2_CTY_AETI_M
48	L2_CTY_E_A	Evaporation (Annual, clipped by country)	This is a system dataset, used to let the download of the Evaporation raster files (L2_E_A) by selecting the country of interest													https://io.apps.fao.org/gismgr/api/v1/catalog/workspaces/WAPOR_2/cubes/L2_CTY_E_A
49	L2_CTY_E_D	Evaporation (Dekadal, clipped by country)	This is a system dataset, used to let the download of the Evaporation raster files (L2_E_D) by selecting the country of interest													https://io.apps.fao.org/gismgr/api/v1/catalog/workspaces/WAPOR_2/cubes/L2_CTY_E_D
50	L2_CTY_GBWP_S	Gross Biomass Water Productivity (Seasonal, clipped by country)	This is a system dataset, used to let the download of the Gross Biomass Water Productivity raster files (L2_GBWP_S) by selecting the country of interest													https://io.apps.fao.org/gismgr/api/v1/catalog/workspaces/WAPOR_2/cubes/L2_CTY_GBWP_S
51	L2_CTY_I_A	Interception (Annual, clipped by country)	This is a system dataset, used to let the download of the Interception raster files (L2_I_A) by selecting the country of interest													https://io.apps.fao.org/gismgr/api/v1/catalog/workspaces/WAPOR_2/cubes/L2_CTY_I_A
52	L2_CTY_I_D	Interception (Dekadal, clipped by country)	This is a system dataset, used to let the download of the Interception raster files (L2_I_D) by selecting the country of interest													https://io.apps.fao.org/gismgr/api/v1/catalog/workspaces/WAPOR_2/cubes/L2_CTY_I_D
53	L2_CTY_LCC_A	Land Cover Classification (Annual, clipped by country)	This is a system dataset, used to let the download of the Land Cover Classification raster files (L2_LCC_A) by selecting the country of interest													https://io.apps.fao.org/gismgr/api/v1/catalog/workspaces/WAPOR_2/cubes/L2_CTY_LCC_A
54	L2_CTY_NBWP_S	Net Biomass Water Productivity (Seasonal, clipped by country)	This is a system dataset, used to let the download of the Net Biomass Water Productivity raster files (L2_NBWP_S) by selecting the country of interest													https://io.apps.fao.org/gismgr/api/v1/catalog/workspaces/WAPOR_2/cubes/L2_CTY_NBWP_S
55	L2_CTY_NPP_D	Net Primary Production (Dekadal, clipped by country)	This is a system dataset, used to let the download of the Net Primary Production raster files (L2_NPP_D) by selecting the country of interest													https://io.apps.fao.org/gismgr/api/v1/catalog/workspaces/WAPOR_2/cubes/L2_CTY_NPP_D
56	L2_CTY_PHE_S	Phenology (Seasonal, clipped by country)	This is a system dataset, used to let the download of the Phenology raster files (L2_PHE_S) by selecting the country of interest													https://io.apps.fao.org/gismgr/api/v1/catalog/workspaces/WAPOR_2/cubes/L2_CTY_PHE_S
57	L2_CTY_QUAL_LST_D	Quality Land Surface Temperature (Dekadal, clipped by country)	This is a system dataset, used to let the download of the Quality Land Surface Temperature raster files (L2_QUAL_LST_D) by selecting the country of interest													https://io.apps.fao.org/gismgr/api/v1/catalog/workspaces/WAPOR_2/cubes/L2_CTY_QUAL_LST_D
58	L2_CTY_QUAL_NDVI_D	Quality of Normalized Difference Vegetation Index (Dekadal, clipped by country)	This is a system dataset, used to let the download of the Quality of Normalized Difference Vegetation Index raster files (L2_QUAL_NDVI_D) by selecting the country of interest													https://io.apps.fao.org/gismgr/api/v1/catalog/workspaces/WAPOR_2/cubes/L2_CTY_QUAL_NDVI_D
59	L2_CTY_T_A	Transpiration (Annual, clipped by country)	This is a system dataset, used to let the download of the Transpiration raster files (L2_T_A) by selecting the country of interest													https://io.apps.fao.org/gismgr/api/v1/catalog/workspaces/WAPOR_2/cubes/L2_CTY_T_A
60	L2_CTY_TBP_S	Total Biomass Production (Seasonal, clipped by country)	This is a system dataset, used to let the download of the Total Biomass Production raster files (L2_TBP_S) by selecting the country of interest													https://io.apps.fao.org/gismgr/api/v1/catalog/workspaces/WAPOR_2/cubes/L2_CTY_TBP_S
61	L2_CTY_T_D	Transpiration (Dekadal, clipped by country)	This is a system dataset, used to let the download of the Transpiration raster files (L2_T_D) by selecting the country of interest													https://io.apps.fao.org/gismgr/api/v1/catalog/workspaces/WAPOR_2/cubes/L2_CTY_T_D
62	L2_E_A	Evaporation (Annual)	The Evaporation (E) data component is the actual evaporation of the soil surface. The value of each pixel represents the total annual evaporation for that specific year.	Raster Dataset	mm	Int32 (32bit Integer)	the pixel value in the downloaded data must be multiplied by 0.1	-9999	100m (0.000992 degree)	Africa and Near East	EPSG:4326 - WGS84 - Geographic Coordinate System (lat/long)	from January 2009 to present	Annual	New dekadal data layers are released approximately 5 days after the end of a dekad. A higher quality version of the same data layer is uploaded after 6 dekads have passed. This final version of the dekadal dataset has a higher quality because gap filling and interpolation processes, where needed, have been based on more data observations. This implies that other temporal aggregations (monthly, seasonal, annual), and layers that depend on those, are updated as well. Practically this means that a final annual aggregation of the most recent full calendar year can only be produced after the end of February. Likewise, the final monthly aggregation of the most recent calendar months can only be produced 2 full months later.	See evaporation (E) by dekad for further information. The annual total is obtained by taking the E in mm/day, multiplying by the number of days in a dekad, and summing the dekads of each year.	https://io.apps.fao.org/gismgr/api/v1/catalog/workspaces/WAPOR_2/cubes/L2_E_A
63	L2_E_D	Evaporation (Dekadal)	The Evaporation (E) data component (dekadal, in mm/day) is the actual evaporation of the soil surface. The value of each pixel represents the average daily actual evaporation for that specific dekad.	Raster Dataset	MM	Byte (8bit Integer)	the pixel value in the downloaded data must be multiplied by 0.1	255	100m (0.000992 degree)	Africa and Near East	EPSG:4326 - WGS84 - Geographic Coordinate System (lat/long)	from January 2009 to present	Dekadal (approximately every 10 days)	New dekadal data layers are released approximately 5 days after the end of a dekad. A higher quality version of the same data layer is uploaded after 6 dekads have passed. This final version of the dekadal dataset has a higher quality because gap filling and interpolation processes, where needed, have been based on more data observations.	The calculation of the evaporation is based on the ETLook model described in Bastiaanssen et al. (2012). It uses the Penman-Monteith equation, adapted to remote sensing input data. The Penman-Monteith equation predicts the rate of total evaporation and transpiration using commonly measured meteorological data (solar radiation, air temperature, vapour content and wind speed). It has become the FAO standard for calculating the actual and reference evapotranspiration (see FAO Irrigation and Drainage paper 56, Allen et al. 1998).The following data is used for calculating evaporation:- Daily: incoming solar radiation and weather data (temperature, humidity, wind speed and precipitation);- Dekadal: NDVI, surface albedo and soil moisture stress;- Seasonal: Land Cover;- Static: Digital Elevation Model.Data component developed through collaboration with the FRAME Consortium. More information can be found at: http://www.fao.org/in-action/remote-sensing-for-water-productivity/en/	https://io.apps.fao.org/gismgr/api/v1/catalog/workspaces/WAPOR_2/cubes/L2_E_D
64	L2_GBWP_S	Gross Biomass Water Productivity (Seasonal)	The seasonal Gross Biomass Water Productivity expresses the quantity of output (total biomass production) in relation to the total volume of water consumed (actual EvapoTranspiration) during the growing cycle of the vegetation. By relating biomass production to total EvapoTranspiration (sum of soil evaporation, canopy transpiration and interception), this indicator provides insights on the impact of vegetation development on consumptive water use and thus on water balance in a given domain. When the focus is on monitoring performance of irrigated agriculture in relation to water consumption, it is more appropriate to use transpiration alone as a denominator, as a measure of water beneficially consumed by the plant. This latter indicator, for which we use the term \"net water productivity\", provides useful information on how effectively vegetation (and particularly crops) uses water to develop its biomass (and thus yield).	Raster Dataset	kg/m³	Int32 (32bit Integer)	the pixel value in the downloaded data must be multiplied by 0.001	-9999	100m (0.000992 degree)	Africa and Near East	EPSG:4326 - WGS84 - Geographic Coordinate System (lat/long)	from January 2009 to present	Seasonal	New dekadal data layers are released approximately 5 days after the end of a dekad. A higher quality version of the same data layer is uploaded after 6 dekads have passed. This final version of the dekadal dataset has a higher quality because gap filling and interpolation processes, where needed, have been based on more data observations. This implies that other temporal aggregations (monthly, seasonal, annual), and layers that depend on those, are updated as well. Practically this means that a final annual aggregation of the most recent full calendar year can only be produced after the end of February. Likewise, the final monthly aggregation of the most recent calendar months can only be produced 2 full months later.	The calculation of gross biomass water productivity (GBWP) is as follows: GBWP = TBP/ETIa Where TBP is seasonal Total Biomass Production in kg/ha and ETIa is the Actual EvapoTranspiration and Interception in m³/ha cumulated during the course of the growing season, as defined by the phenology information.The following data is used for calculating it:- Seasonal TBP- Dekadal ETIa- Phenology (start of season and end of season)	https://io.apps.fao.org/gismgr/api/v1/catalog/workspaces/WAPOR_2/cubes/L2_GBWP_S
65	L2_I_A	Interception (Annual)	Interception is the process where rainfall is captured by the leaves. Part of this captured rainfall will evaporate again. The Interception (I) data component represents the evaporation of intercepted rainfall from the vegetation canopy. The value of each pixel represents the total annual interception for that specific year.	Raster Dataset	mm	Int32 (32bit Integer)	the pixel value in the downloaded data must be multiplied by 0.1	-9999	100m (0.000992 degree)	Africa and Near East	EPSG:4326 - WGS84 - Geographic Coordinate System (lat/long)	from January 2009 to present	Annual	New dekadal data layers are released approximately 5 days after the end of a dekad. A higher quality version of the same data layer is uploaded after 6 dekads have passed. This final version of the dekadal dataset has a higher quality because gap filling and interpolation processes, where needed, have been based on more data observations. This implies that other temporal aggregations (monthly, seasonal, annual), and layers that depend on those, are updated as well. Practically this means that a final annual aggregation of the most recent full calendar year can only be produced after the end of February. Likewise, the final monthly aggregation of the most recent calendar months can only be produced 2 full months later.	See interception (I) by dekad for further information. The annual total is obtained by taking the I in mm/day, multiplying by the number of days in a dekad, and summing the dekads of each year.	https://io.apps.fao.org/gismgr/api/v1/catalog/workspaces/WAPOR_2/cubes/L2_I_A
66	L2_I_D	Interception (Dekadal)	The Interception (I) data component (dekadal, in mm/day) represents the evaporation of intercepted rainfall from the vegetation canopy. Interception is the process where rainfall is captured by the leaves. Part of this captured rainfall will evaporate again. The value of each pixel represents the average daily evaporated interception for that specific dekad.	Raster Dataset	MM	Byte (8bit Integer)	the pixel value in the downloaded data must be multiplied by 0.1	255	100m (0.000992 degree)	Africa and Near East	EPSG:4326 - WGS84 - Geographic Coordinate System (lat/long)	from January 2009 to present	Dekadal (approximately every 10 days)	New dekadal data layers are released approximately 5 days after the end of a dekad. A higher quality version of the same data layer is uploaded after 6 dekads have passed. This final version of the dekadal dataset has a higher quality because gap filling and interpolation processes, where needed, have been based on more data observations.	Evaporation of intercepted rainfall requires energy that is not available for transpiration or evaporation. Interception is a function of the vegetation cover and precipitation.Interception is relatively high with a small amount of precipitation, with the fraction intercepted decreasing quickly as precipitation increases. The maximum interception is determined by the LAI.The following data is used for calculating interception:- Daily: incoming solar radiation and weather data (temperature, humidity and precipitation);- Dekadal: NDVI.Data component developed through collaboration with the FRAME Consortium. More information can be found at: http://www.fao.org/in-action/remote-sensing-for-water-productivity/en/	https://io.apps.fao.org/gismgr/api/v1/catalog/workspaces/WAPOR_2/cubes/L2_I_D
67	L2_LCC_A	Land Cover Classification	This experimental land cover dataset at continental scale (Level 2) shows a broad classification aiming at identifying cultivated land and, more specifically, distinguishing between irrigated and rainfed areas. It is published on a yearly basis, while seasonal products are available upon request.	Raster Dataset	class	Byte (8bit Unsigned Integer)		255	100m (0.000992 degree)	Africa and Near East	EPSG:4326 - WGS84 - Geographic Coordinate System (lat/long)	from January 2009 to present	Annual	New dekadal data layers are released approximately 5 days after the end of a dekad. A higher quality version of the same data layer is uploaded after 6 dekads have passed. This final version of the dekadal dataset has a higher quality because gap filling and interpolation processes, where needed, have been based on more data observations. This implies that other temporal aggregations (monthly, seasonal, annual), and layers that depend on those, are updated as well. Practically this means that a final annual aggregation of the most recent full calendar year can only be produced after the end of February. Likewise, the final monthly aggregation of the most recent calendar months can only be produced 2 full months later.	Land Cover Classification makes use of the dekadal reflectance time series and seasonal phenology information from the Crop Calendar. The Level 1 land cover products were derived from the Global Land Service of Copernicus, the Earth Observation programme of the European Commission. This product was generated from MODIS data, using the Copernicus training data and operational workflow, modified to account for differences in spatial resolution and the delivered land cover classes. In addition, irrigated areas are identified by applying a water deficit index that takes into consideration seasonal cumulated values of precipitation and actual evapotranspiration.The classification applied is based on the Land Cover Classification System (LCCS) that was developed by FAO.Data component developed through collaboration with the FRAME Consortium. More information can be found at: http://www.fao.org/in-action/remote-sensing-for-water-productivity/en/	https://io.apps.fao.org/gismgr/api/v1/catalog/workspaces/WAPOR_2/cubes/L2_LCC_A
68	L2_NPP_D	Net Primary Production	Net Primary Production (NPP) is a fundamental characteristic of an ecosystem, expressing the conversion of carbon dioxide into biomass driven by photosynthesis. The pixel value represents the mean daily NPP for that specific dekad.	Raster Dataset	gC/m²	Int16 (16bit Integer)	the pixel value in the downloaded data must be multiplied by 0.001	-9999	100m (0.000992 degree)	Africa and Near East	EPSG:4326 - WGS84 - Geographic Coordinate System (lat/long)	from January 2009 to present	Dekadal (approximately every 10 days)	New dekadal data layers are released approximately 5 days after the end of a dekad. A higher quality version of the same data layer is uploaded after 6 dekads have passed. This final version of the dekadal dataset has a higher quality because gap filling and interpolation processes, where needed, have been based on more data observations.	The core of the methodology for deriving NPP is detailed in Veroustraete et al. (2002), whilst the practical implementation, as developed for the MARS Crop Yield Forecasting System, is described in Eerens et al. (2004). These methodologies were improved within the framework of the Copernicus Global Land Component, the most important change being the incorporation of biome-specific light-use efficiencies (LUEs).  The FRAME project applies this updated methodology, adding improvements which include the addition of a reduction factor to account for reduced water availability (i.e. soil moisture stress).The following data is used to calculate NPP:-  Daily:incoming solar radiation and temperature data (Tmin/Tmax);- Dekadal:fAPAR and soil moisture stress;- Seasonal:Land Cover.	https://io.apps.fao.org/gismgr/api/v1/catalog/workspaces/WAPOR_2/cubes/L2_NPP_D
69	L2_PHE_S	Phenology (Seasonal)	Phenology indicates the cycle or season of a crop and, in this case, is defined by the dekad (D) corresponding to the start, maximum and end of the growing season. This information can be derived from satellite-based vegetation index time series. Phenology is delivered for a maximum of two growing seasons annually. The phenology for one growing season is therefore delivered as three raster files. The first raster indicates the Start of Season (SOS), the second the Maximum of Season (MOS) and the third represents the End of Season (EOS). With a maximum of 2 growing seasons annually, a full year is described by 6 raster files. The pixel values of the phenology data components are expressed in dekad numbers.	Raster Dataset	D (dekad number)	Byte (8bit Unsigned Integer)		255	100m (0.000992 degree)	Africa and Near East	EPSG:4326 - WGS84 - Geographic Coordinate System (lat/long)	from January 2009 to present	Seasonal	New dekadal data layers are released approximately 5 days after the end of a dekad. A higher quality version of the same data layer is uploaded after 6 dekads have passed. This final version of the dekadal dataset has a higher quality because gap filling and interpolation processes, where needed, have been based on more data observations. This implies that other temporal aggregations (monthly, seasonal, annual), and layers that depend on those, are updated as well. Practically this means that a final annual aggregation of the most recent full calendar year can only be produced after the end of February. Likewise, the final monthly aggregation of the most recent calendar months can only be produced 2 full months later.	The year that contains the Maximum of season determines the year a growing season is attributed to (i.e. the target year). As the crop calendar is determined from a three-year NDVI time series with the target year in the middle, dekad numbers range between 1 and 108 (3 x 36 = 108 dekads). Since it occurs in the target year, MOS has a value between 37 and 72. Start of season pixel values must be smaller than 72, whilst End of season pixel values must be larger than 36. 254 denotes "no season" (if no growing season can be distinguished), and 253 "out of season". The Start, Maximum and End of up to two seasons for a given calendar year (January - December) is derived by applying  the methodology described by Van Hoolst et al. (see methodology document for references).This methodology can derive phenological information from a time series of dekadal vegetation index composites, in this case NDVI.The following data is used to calculate Phenology:- NDVI	https://io.apps.fao.org/gismgr/api/v1/catalog/workspaces/WAPOR_2/cubes/L2_PHE_S
